Date,Close,High,Low,Open,Volume
9/15/2009,18.78508568,18.83726624,18.531636,18.61363342,44716600
9/16/2009,18.78508568,18.89690138,18.59872571,18.8223571,50055800
9/17/2009,18.85962486,18.91925999,18.6807195,18.6807195,42428800
9/18/2009,18.82981873,18.99381505,18.71054841,18.97890591,68016500
9/21/2009,18.85962486,18.91180684,18.71053777,18.71799234,28878700
9/22/2009,19.20998192,19.24725334,18.85217119,18.9341686,61376700
9/23/2009,19.16526222,19.56780052,19.11308165,19.32180537,60599900
9/24/2009,19.33671761,19.46344249,19.12799385,19.32180846,56302900
9/25/2009,19.04598999,19.24725912,19.0236277,19.15035255,50158900
9/28/2009,19.25471497,19.50071011,19.08326411,19.08326411,44358000
9/29/2009,19.19507599,19.35161767,19.15035,19.31434625,39050300
9/30/2009,19.17271614,19.37398528,18.91926643,19.20253442,63533400
10/1/2009,18.54653931,18.98634885,18.48690419,18.94162286,75958100
10/2/2009,18.60618019,18.70308818,18.21109793,18.23346022,51219700
10/5/2009,18.36763573,18.68072049,18.27818375,18.62108537,60804900
10/6/2009,18.71799088,18.79253371,18.38254245,18.39745158,48795300
10/7/2009,18.71053886,18.77017399,18.5465412,18.62854003,38472700
10/8/2009,19.13544464,19.3068955,18.79999608,18.96399378,60521300
10/9/2009,19.04598999,19.22489683,18.97890028,19.06089913,39520000
10/12/2009,19.17271614,19.299441,19.04599128,19.12799014,29145800
10/13/2009,19.23980331,19.3367113,19.02362648,19.07580705,37749000
10/14/2009,19.35161781,19.53052463,19.24725669,19.48579721,45365500
10/15/2009,19.91069603,19.91069603,19.3068902,19.3068902,65620100
10/16/2009,19.75415802,19.85106458,19.45598233,19.71688659,56500900
10/19/2009,19.64979362,19.81378987,19.56779479,19.74670017,48143200
10/20/2009,19.65725136,19.76161249,19.33671196,19.69452279,54604700
10/21/2009,19.81378937,19.94051419,19.67215541,19.72433597,61672700
10/22/2009,19.82124901,19.91815558,19.47834588,19.7988853,61600000
10/23/2009,20.88721657,21.87865111,20.78285406,21.76683547,281761000
10/26/2009,21.37921524,21.6326649,20.95431475,20.96922247,124149700
10/27/2009,21.31212234,21.52829913,21.20030667,21.41648345,69685800
10/28/2009,20.88721657,21.44629623,20.83503603,21.05121276,73542400
10/29/2009,21.0363121,21.17794607,20.76050015,20.92449641,65225500
10/30/2009,20.67103958,21.17048417,20.61885904,20.89467231,73371800
11/2/2009,20.78286362,20.90958846,20.43250738,20.64868563,62428900
11/3/2009,20.52196503,20.67850675,20.44742074,20.60396247,50294800
11/4/2009,20.91703796,21.16303301,20.58904551,20.64122607,63898400
11/5/2009,21.2226696,21.42393868,21.08103707,21.25994244,52681700
11/6/2009,21.25994682,21.34194425,21.02140628,21.15558427,38908500
11/9/2009,21.61029434,21.61774891,21.2673928,21.33448248,57518000
11/10/2009,21.62521172,21.82648083,21.47612317,21.54321287,65881100
11/11/2009,21.70720482,21.84138277,21.63266056,21.67738655,49693400
11/12/2009,21.88611412,21.98302067,21.61775532,21.62520989,55352400
11/13/2009,22.08738327,22.20665496,21.89357015,21.968113,53037600
11/16/2009,22.02029419,22.2141073,21.89356936,22.07247475,54129500
11/17/2009,22.46204567,22.46204567,22.06521568,22.08767824,75648900
11/18/2009,22.5444088,22.56686993,22.31978747,22.4620475,59431200
11/19/2009,22.29732704,22.46204821,22.2374283,22.45456069,51967700
11/20/2009,22.17752647,22.28983641,22.03526646,22.20747512,42647100
11/23/2009,22.41711807,22.46952927,22.23742191,22.34224431,41832700
11/24/2009,22.39465904,22.45455777,22.27486158,22.42460912,37341400
11/25/2009,22.30480957,22.35722078,22.14757453,22.31978318,32033500
11/27/2009,21.87803268,22.00531767,21.5261278,21.79567282,29357900
11/30/2009,22.02029228,22.05024236,21.7133111,21.82562105,44172000
12/1/2009,22.46953392,22.49948257,22.02029271,22.102654,49904200
