Timestamp,Open,High,Low,Close,Adj Close,Volume
3/11/2024,10400,10400,10000,10150,9872.135742,468924600
3/18/2024,10150,10250,9925,10075,9799.189453,370493100
3/25/2024,10050,10100,9825,9850,9801.116211,263735200
4/1/2024,9925,9950,9525,9825,9776.240234,400603600
4/8/2024,9825,9825,9825,9825,9776.240234,0
4/15/2024,9350,9675,9250,9350,9303.597656,782712900
4/22/2024,9400,10000,9400,9800,9751.364258,607536200
4/29/2024,10050,10050,9500,9800,9751.364258,340979000
5/6/2024,9700,9750,9200,9525,9477.729492,325025600
5/13/2024,9625,9850,9425,9475,9427.977539,398970000
5/20/2024,9450,9575,9275,9300,9253.845703,325602600
5/27/2024,9300,9400,8775,9275,9228.969727,1227041700
6/3/2024,9525,9525,9300,9525,9477.729492,299616200
6/10/2024,9550,9550,9100,9200,9154.341797,256115100
6/17/2024,9200,9750,9050,9600,9552.357422,427959300
6/24/2024,9600,9975,9450,9875,9825.992188,481899800
7/1/2024,10000,10050,9825,10050,10000.12402,311613200
7/8/2024,10100,10225,9950,10050,10000.12402,279416600
7/15/2024,9975,10150,9800,10100,10049.87598,278407500
7/22/2024,10200,10425,10075,10250,10199.13086,306725500
7/29/2024,10300,10375,9875,9875,9825.992188,357847200
8/5/2024,10075,10250,9950,10200,10149.37988,272389900
8/12/2024,10250,10425,10175,10375,10323.51074,228388600
8/19/2024,10325,10500,10225,10325,10273.75879,283562000
8/26/2024,10275,10500,10175,10275,10224.00684,382355300
9/2/2024,10325,10350,10125,10275,10224.00684,202827000
9/9/2024,10350,10500,10275,10425,10373.2627,260530600
9/16/2024,10450,10950,10350,10950,10895.65723,510800200
9/23/2024,10775,10950,10325,10325,10273.75879,586239800
9/30/2024,10400,10550,10250,10300,10248.88281,357799200
10/7/2024,10200,10575,10150,10500,10447.89063,283908800
10/14/2024,10550,10875,10450,10675,10622.02246,289656500
10/21/2024,10475,10850,10475,10600,10547.39453,302952700
10/28/2024,10525,10575,10250,10375,10323.51074,358703300
11/4/2024,10300,10575,9800,10050,10000.12402,453074200
11/11/2024,10100,10275,10000,10000,9950.37207,329007400
11/18/2024,9900,10200,9850,10175,10124.50391,460826400
11/25/2024,10250,10250,9750,9750,9750,284519200
12/2/2024,10025,10350,9900,10350,10350,453573400
12/9/2024,10325,10425,10000,10100,10100,276817300
12/16/2024,9950,10050,9550,9775,9775,423837500
12/23/2024,9850,9900,9675,9675,9675,112782500
12/30/2024,9675,9925,9650,9675,9675,121634700
1/6/2025,9675,9925,9525,9675,9675,330796900
1/13/2025,9600,9925,9525,9625,9625,408163900
1/20/2025,9600,9750,9350,9350,9350,487275100
1/27/2025,9350,9500,9150,9350,9350,358068500
2/3/2025,9350,9400,8825,9150,9150,571686700
2/10/2025,9025,9325,8950,9325,9325,488171500
2/17/2025,,,,,,
