Timestamp,Open,High,Low,Close,Adj Close,Volume
1/7/2020,6735,6770,6730,6740,6044.875977,45022500
1/8/2020,6670,6745,6670,6680,5991.063965,53692500
1/9/2020,6740,6755,6730,6740,6044.875977,40363500
1/10/2020,6765,6825,6710,6725,6031.422363,73362000
1/13/2020,6740,6760,6735,6745,6049.359863,67855000
1/14/2020,6745,6885,6740,6870,6161.468262,93582000
1/15/2020,6870,7060,6800,6835,6130.077637,75623500
1/16/2020,6805,6890,6795,6850,6143.530762,88931500
1/17/2020,6840,6890,6800,6875,6165.952637,38249500
1/20/2020,6950,6975,6830,6835,6130.077637,93554500
1/21/2020,6885,6895,6825,6830,6125.59375,103984500
1/22/2020,6855,6895,6835,6840,6134.562988,94311500
1/23/2020,6885,6895,6830,6840,6134.562988,87728000
1/24/2020,6820,6880,6810,6810,6107.656738,69653500
1/27/2020,6865,6940,6815,6840,6134.562988,39679000
1/28/2020,6835,6845,6755,6790,6089.719238,82615000
1/29/2020,6800,6845,6770,6785,6085.235352,43821000
1/30/2020,6845,6845,6730,6740,6044.875977,71990000
1/31/2020,6800,6805,6480,6480,5811.689941,163136500
2/3/2020,6480,6585,6370,6440,5775.815918,149797000
2/4/2020,6570,6620,6520,6600,5919.314453,113316500
2/5/2020,6780,6780,6650,6730,6035.907227,123002500
2/6/2020,6740,6780,6680,6740,6044.875977,154693500
2/7/2020,6710,6780,6705,6760,6062.812012,82609000
2/10/2020,6760,6785,6630,6785,6085.235352,66578500
2/11/2020,6785,6785,6745,6780,6080.75,77526500
2/12/2020,6800,6800,6760,6800,6098.6875,69971500
2/13/2020,6820,6820,6740,6790,6089.719238,49737000
2/14/2020,6780,6795,6675,6680,5991.063965,147028500
2/17/2020,6680,6750,6680,6720,6026.938477,115319000
2/18/2020,6685,6720,6670,6695,6004.51709,98436500
2/19/2020,6665,6760,6665,6695,6004.51709,74594000
2/20/2020,6690,6695,6565,6595,5914.830078,136724500
2/21/2020,6600,6660,6595,6615,5932.768066,98261000
2/24/2020,6565,6600,6510,6525,5852.049316,84910000
2/25/2020,6550,6560,6510,6530,5856.53418,86446500
2/26/2020,6500,6535,6420,6420,5757.878418,92824500
2/27/2020,6470,6475,6200,6290,5641.286133,129254500
2/28/2020,6200,6290,6035,6290,5641.286133,169946500
3/2/2020,6290,6290,6035,6080,5452.944336,144871500
3/3/2020,6200,6350,6200,6320,5668.192383,114663500
3/4/2020,6315,6500,6260,6440,5775.815918,83025000
3/5/2020,6540,6540,6340,6435,5771.33252,77583000
